 	ribo_5p
MSMEG_3116	0.1679
MSMEG_3117	0.3453
MSMEG_3118	0.5234
MSMEG_3119	0.6409
MSMEG_3120	0.8496
MSMEG_3121	0.3688
MSMEG_3122	1.9242
MSMEG_3123	0.2087
MSMEG_3124	0.6423
MSMEG_3125	0.3889
MSMEG_3126	0.2002
MSMEG_3127	0.5733
MSMEG_3128	0.4113
MSMEG_3129	0.4729
MSMEG_3130	0.7196
MSMEG_3131	0.2676
MSMEG_3132	0.5891
MSMEG_3133	0.0893
MSMEG_3134	0.0784
MSMEG_3135	0.6123
MSMEG_3136	0.285
MSMEG_3137	1.608
MSMEG_3138	2.6182
MSMEG_3139	0.1512
MSMEG_3140	0.6935
MSMEG_3141	1.7518
MSMEG_3142	0.0809
MSMEG_3143	0.7584
MSMEG_3144	2.548
MSMEG_3145	0.1965
MSMEG_3146	0.2928
MSMEG_3147	0.5744
MSMEG_3148	0.1944
MSMEG_3149	0.8963
MSMEG_3150	0.9979
MSMEG_3151	0.4407
MSMEG_3152	0.2473
MSMEG_3153	2.6321
MSMEG_3154	1.436
MSMEG_3155	0.4299
MSMEG_3156	0.1974
MSMEG_3157	0.1797
MSMEG_3158	0.4051
MSMEG_3159	0.477
MSMEG_3160	0.1214
MSMEG_3161	0.1669
MSMEG_3162	0.1031
MSMEG_3163	0.2838
MSMEG_3164	2.7257
MSMEG_3165	0.8674
MSMEG_3166	0.244
MSMEG_3167	0.9392
MSMEG_3168	23.2195
MSMEG_3169	0.1021
MSMEG_3170	2.1022
MSMEG_3171	0.4964
MSMEG_3172	0.6643
MSMEG_3173	0.806
MSMEG_3174	4.1102
MSMEG_3175	0.0538
MSMEG_3176	0.2392
MSMEG_3177	0.1292
MSMEG_3178	0.75
MSMEG_3179	0.0693
MSMEG_3180	0.5165
MSMEG_3181	0.29
MSMEG_3182	0.4792
MSMEG_3183	4.8952
MSMEG_3184	0.1429
MSMEG_3186	0.3147
MSMEG_3187	1.4967
MSMEG_3188	0.2285
MSMEG_3189	0.3026
MSMEG_3190	0.328
MSMEG_3191	0.5212
MSMEG_3192	0.4063
MSMEG_3193	4.2629
MSMEG_3194	0.3089
MSMEG_3195	0.1586
MSMEG_3196	0.0585
MSMEG_3197	0.2383
MSMEG_3198	0.7554
MSMEG_3199	0.047
MSMEG_3200	0.5474
MSMEG_3201	0.5117
MSMEG_3202	1.1701
MSMEG_3203	0.2148
MSMEG_3204	0.6763
MSMEG_3205	0.6475
MSMEG_3206	0.5837
MSMEG_3207	0.5927
MSMEG_3208	0.3723
MSMEG_3209	0.3335
MSMEG_3210	0.3368
MSMEG_3211	0.2449
MSMEG_3212	0.3031
MSMEG_3213	0.101
MSMEG_3214	0.2647
MSMEG_3215	0.3667
MSMEG_3216	15.6213
MSMEG_3217	0.4906
MSMEG_3218	0.1636
MSMEG_3219	0.3991
MSMEG_3220	0.499
MSMEG_3221	0.1961
MSMEG_3222	0.1744
MSMEG_3223	0.818
MSMEG_3224	0.279
MSMEG_3225	0.17
MSMEG_3226	0.4984
MSMEG_3227	2.6855
MSMEG_3228	0.1308
MSMEG_3229	0.0755
MSMEG_3231	0.2402
MSMEG_3232	0.1591
MSMEG_3233	0.3108
MSMEG_3234	1.2723
MSMEG_3235	0.5598
MSMEG_3236	0.2216
MSMEG_3237	0.1137
MSMEG_3238	0.3845
MSMEG_3239	0.299
MSMEG_3240	0.3702
MSMEG_3241	0.1155
MSMEG_3242	1.1726
MSMEG_3244	0.336
MSMEG_3246	9.216
MSMEG_3247	0.7737
MSMEG_3248	0.1172
MSMEG_3249	0.2829
MSMEG_3250	0.1637
MSMEG_3251	0.2405
MSMEG_3252	0.7767
MSMEG_3253	1.0356
MSMEG_3254	0.2561
MSMEG_3255	1.8206
MSMEG_3256	6.4687
MSMEG_3257	19.6646
MSMEG_3258	0.1826
MSMEG_3259	0.2213
MSMEG_3260	0.1679
MSMEG_3261	0.1629
MSMEG_3262	0.479
MSMEG_3263	0.6693
MSMEG_3264	0.2002
MSMEG_3265	1.1008
MSMEG_3266	0.214
MSMEG_3267	0.227
MSMEG_3268	0.3194
MSMEG_3269	0.261
MSMEG_3270	0.2219
MSMEG_3271	0.4373
MSMEG_3272	0.5607
MSMEG_3273	0.7828
MSMEG_3274	0.448
MSMEG_3275	0.4379
MSMEG_3276	0.6276
MSMEG_3277	0.2284
MSMEG_3278	0.1842
MSMEG_3279	0.0687
MSMEG_3280	0.8956
MSMEG_3281	0.2354
MSMEG_3282	0.3156
MSMEG_3283	0.2363
MSMEG_3284	0.7619
MSMEG_3285	0.3281
MSMEG_3286	0.4822
MSMEG_3287	1.4315
MSMEG_3288	0.7653
MSMEG_3289	0.298
MSMEG_3290	0.1158
MSMEG_3291	0.175
MSMEG_3292	0.151
MSMEG_3293	0.9215
MSMEG_3294	0.4344
MSMEG_3295	0.4229
MSMEG_3296	1.0091
MSMEG_3297	0.0862
MSMEG_3298	0.038
MSMEG_3300	0.5059
MSMEG_3301	0.65
MSMEG_3302	0.5316
MSMEG_3303	0.3292
MSMEG_3304	0.7035
MSMEG_3305	0.1247
MSMEG_3306	0.3641
MSMEG_3308	1.0671
MSMEG_3309	1.8355
MSMEG_3310	0.2297
MSMEG_3311	0.1462
MSMEG_3312	6.368
MSMEG_3313	0.5661
MSMEG_3314	0.7833
MSMEG_3315	0.6135
MSMEG_3316	0.8128
MSMEG_3317	0.9541
MSMEG_3318	0.3845
MSMEG_3319	0.8194
MSMEG_3321	6.5527
MSMEG_3322	0.3428
MSMEG_3323	1.102
MSMEG_3324	0.448
MSMEG_3325	0.4286
MSMEG_3326	0.2039
MSMEG_3327	0.2912
MSMEG_3328	1.0141
MSMEG_3329	0.4419
MSMEG_3330	0.6304
MSMEG_3331	25.7574
MSMEG_3332	0.8225
MSMEG_3334	0.6126
MSMEG_3335	4.8007
MSMEG_3336	0.8423
MSMEG_3337	0.3939
MSMEG_3338	0.5226
MSMEG_3339	0.3672
MSMEG_3340	0.4336
MSMEG_3341	0.0663
MSMEG_3342	0.3359
MSMEG_3343	0.2166
MSMEG_3344	1.191
MSMEG_3345	3.6729
MSMEG_3346	0.4375
MSMEG_3347	0.2377
MSMEG_3348	0.3216
MSMEG_3349	0.5659
MSMEG_3350	0.3409
MSMEG_3351	0.4156
MSMEG_3352	0.7258
MSMEG_3353	0.4763
MSMEG_3354	0.5828
MSMEG_3355	0.4146
MSMEG_3356	0.518
MSMEG_3357	1.9836
MSMEG_3358	0.1804
MSMEG_3359	0.2704
MSMEG_3360	3.5714
MSMEG_3361	0.9025
MSMEG_3362	0.7016
MSMEG_3363	1.3311
MSMEG_3364	0.5472
MSMEG_3365	0.038
MSMEG_3366	0.4173
MSMEG_3367	0.226
MSMEG_3368	0.2113
MSMEG_3369	0.2091
MSMEG_3370	2.9691
MSMEG_3372	1.9981
MSMEG_3373	0.4127
MSMEG_3374	0.4946
MSMEG_3375	1.1702
MSMEG_3376	1.1326
MSMEG_3377	0.3041
MSMEG_3378	0.4877
MSMEG_3379	3.2235
MSMEG_3380	1.1229
MSMEG_3381	0.452
MSMEG_3382	0.1769
MSMEG_3383	0.1966
MSMEG_3384	1.2616
MSMEG_3385	0.7197
MSMEG_3386	0.1993
MSMEG_3387	0.6259
MSMEG_3388	0.7296
MSMEG_3389	1.0512
MSMEG_3390	0.233
MSMEG_3391	0.4828
MSMEG_3392	1.1562
MSMEG_3393	0.4233
MSMEG_3394	0.7854
MSMEG_3395	0.3531
MSMEG_3396	0.541
MSMEG_3397	1.1839
MSMEG_3398	1.3773
MSMEG_3400	0.0959
MSMEG_3401	0.5659
MSMEG_3402	0.3432
MSMEG_3403	0.2749
MSMEG_3404	7.3337
MSMEG_3405	0.3763
MSMEG_3406	0.4643
MSMEG_3407	0.4387
MSMEG_3408	0.2515
MSMEG_3409	0.6502
MSMEG_3410	1.3719
MSMEG_3411	0.3539
MSMEG_3412	0.4384
MSMEG_3414	0.3078
MSMEG_3415	0.8405
MSMEG_3416	0.2497
MSMEG_3417	0.1515
MSMEG_3418	0.3842
MSMEG_3419	1.2344
MSMEG_3420	0.3422
MSMEG_3421	0.4151
MSMEG_3422	0.4221
MSMEG_3423	0.5657
MSMEG_3424	1.623
MSMEG_3425	0.253
MSMEG_3426	1.247
MSMEG_3427	1.1977
MSMEG_3428	0.2496
MSMEG_3429	0.7286
MSMEG_3430	1.2607
MSMEG_3431	0.0631
MSMEG_3432	0.2744
MSMEG_3433	0.1891
MSMEG_3434	5.0396
MSMEG_3435	1.0944
MSMEG_3436	0.2333
MSMEG_3437	0.4159
MSMEG_3438	0.3259
MSMEG_3439	3.2824
MSMEG_3440	0.2014
MSMEG_3441	0.6948
MSMEG_3442	3.1886
MSMEG_3443	0.9495
MSMEG_3444	0.5106
MSMEG_3445	0.6824
MSMEG_3446	0.1821
MSMEG_3447	0.9823
MSMEG_3448	0.3182
MSMEG_3449	0.6692
MSMEG_3450	2.0447
MSMEG_3451	0.3959
MSMEG_3452	0.5487
MSMEG_3453	0.1026
MSMEG_3454	0.918
MSMEG_3455	0.0405
MSMEG_3456	0.1212
MSMEG_3457	0.8284
MSMEG_3458	0.236
MSMEG_3459	0.8345
MSMEG_3460	0.4283
MSMEG_3461	0.5198
MSMEG_3462	0.3727
MSMEG_3463	0.1977
MSMEG_3464	0.0396
MSMEG_3465	8.5282
MSMEG_3466	0.3767
MSMEG_3467	0.1838
MSMEG_3468	0.5863
MSMEG_3469	1.6335
MSMEG_3470	0.6145
MSMEG_3471	1.7478
MSMEG_3472	0.1312
MSMEG_3473	0.5652
MSMEG_3474	0.3502
MSMEG_3475	0.2228
MSMEG_3476	0.1758
MSMEG_3477	0.3368
MSMEG_3478	0.3396
MSMEG_3479	9.6646
MSMEG_3480	0.786
MSMEG_3481	0.8235
MSMEG_3482	0.5969
MSMEG_3483	0.3116
MSMEG_3484	0.1976
MSMEG_3485	0.3087
MSMEG_3486	0.5202
MSMEG_3487	1.5594
MSMEG_3488	3.9279
MSMEG_3489	0.395
MSMEG_3490	0.1653
MSMEG_3491	1.1506
MSMEG_3492	1.5889
MSMEG_3493	6.4686
MSMEG_3494	1.0649
MSMEG_3495	0.2567
MSMEG_3496	0.1653
MSMEG_3497	1.1873
MSMEG_3498	0.4194
MSMEG_3499	3.2254
MSMEG_3500	0.7681
MSMEG_3501	0.7305
MSMEG_3502	0.5084
MSMEG_3503	0.2462
MSMEG_3504	0.1177
MSMEG_3505	0.4206
MSMEG_3506	0.6024
MSMEG_3507	2.9655
MSMEG_3508	0.1891
MSMEG_3509	0.2186
MSMEG_3510	0.0164
MSMEG_3511	0.5492
MSMEG_3512	0.2602
MSMEG_3513	0.1199
MSMEG_3514	5.2236
MSMEG_3515	0.3662
MSMEG_3517	0.3362
MSMEG_3518	0.6867
MSMEG_3519	0.748
MSMEG_3520	1.5275
MSMEG_3521	0.5322
MSMEG_3522	1.2524
MSMEG_3523	0.4859
MSMEG_3524	0.1516
MSMEG_3525	3.2581
MSMEG_3526	0.2068
MSMEG_3527	0.4704
MSMEG_3528	0.396
MSMEG_3529	0.0941
MSMEG_3530	0.1509
MSMEG_3531	0.3708
MSMEG_3532	0.9096
MSMEG_3533	0.2671
MSMEG_3534	1.3091
MSMEG_3535	0.2037
MSMEG_3536	0.7836
MSMEG_3537	0.1061
MSMEG_3538	0.432
MSMEG_3539	0.4301
MSMEG_3540	0.7474
MSMEG_3541	0.1441
MSMEG_3542	0.1414
MSMEG_3543	0.3902
MSMEG_3544	0.2317
MSMEG_3545	0.5379
MSMEG_3546	0.3665
MSMEG_3547	0.6897
MSMEG_3548	0.4167
MSMEG_3549	0.3963
MSMEG_3550	0.7861
MSMEG_3551	0.8396
MSMEG_3552	1.0533
MSMEG_3553	0.5233
MSMEG_3554	0.9215
MSMEG_3555	0.5712
MSMEG_3556	0.2511
MSMEG_3557	0.1846
MSMEG_3558	4.3491
MSMEG_3559	0.4334
MSMEG_3560	0.7592
MSMEG_3561	0.8926
MSMEG_3562	1.696
MSMEG_3563	0.2908
MSMEG_3564	0.68
MSMEG_3565	0.2289
MSMEG_3566	0.4488
MSMEG_3567	0.2022
MSMEG_3568	0.2958
MSMEG_3569	1.2022
MSMEG_3570	2.6923
MSMEG_3571	1.0527
MSMEG_3572	0.623
MSMEG_3573	1.6157
MSMEG_3574	5.615
MSMEG_3575	0.4297
MSMEG_3576	0.5109
MSMEG_3577	1.1105
MSMEG_3578	0.2736
MSMEG_3579	0.1607
MSMEG_3580	0.3874
MSMEG_3581	1.376
MSMEG_3582	6.1194
MSMEG_3583	0.3885
MSMEG_3584	0.2485
MSMEG_3585	1.2644
MSMEG_3586	0.4597
MSMEG_3587	0.372
MSMEG_3588	0.4896
MSMEG_3589	0.3173
MSMEG_3590	0.2216
MSMEG_3591	0.4401
MSMEG_3592	1.5468
MSMEG_3593	0.5819
MSMEG_3594	0.682
MSMEG_3595	0.3159
MSMEG_3596	0.2929
MSMEG_3597	0.2314
MSMEG_3598	0.3708
MSMEG_3599	0.4375
MSMEG_3600	0.5424
MSMEG_3601	0.688
MSMEG_3602	0.3898
MSMEG_3603	0.263
MSMEG_3604	0.3123
MSMEG_3605	0.6868
MSMEG_3606	0.5832
MSMEG_3607	0.6402
MSMEG_3608	0.6966
MSMEG_3609	1.4014
MSMEG_3610	0.1659
MSMEG_3611	0.4198
MSMEG_3612	0.6305
MSMEG_3613	2.4651
MSMEG_3614	1.6177
MSMEG_3615	0.156
MSMEG_3616	2.1555
MSMEG_3617	0.3527
MSMEG_3618	3.7572
MSMEG_3619	1.0364
MSMEG_3620	0.148
MSMEG_3621	0.7416
MSMEG_3622	0.1803
MSMEG_3623	0.4499
MSMEG_3624	0.0554
MSMEG_3625	0.8683
MSMEG_3626	0.2179
MSMEG_3627	0.2755
MSMEG_3628	16.9451
MSMEG_3629	1.4319
MSMEG_3630	1.1897
MSMEG_3631	0.2858
MSMEG_3632	0.5999
MSMEG_3633	0.2077
MSMEG_3634	0.8501
MSMEG_3635	0.236
MSMEG_3636	0.5543
MSMEG_3637	0.2423
MSMEG_3638	0.432
MSMEG_3639	0.3026
MSMEG_3640	2.1813
MSMEG_3641	0.1169
MSMEG_3642	0.2475
MSMEG_3643	0.3082
MSMEG_3644	0.5544
MSMEG_3645	0.23
MSMEG_3646	0.1285
MSMEG_3647	0.294
MSMEG_3648	1.7494
MSMEG_3649	0.1374
MSMEG_3650	0.4072
MSMEG_3651	0.3792
MSMEG_3652	0.6003
MSMEG_3653	0.1334
MSMEG_3654	2.6723
MSMEG_3655	3.076
MSMEG_3656	0.0504
MSMEG_3657	1.1345
MSMEG_3658	1.0992
MSMEG_3659	0.118
MSMEG_3660	0.8599
MSMEG_3661	0.3885
MSMEG_3662	1.6506
MSMEG_3663	1.0782
MSMEG_3664	0.2457
MSMEG_3665	0.1305
MSMEG_3666	0.1254
MSMEG_3667	0.667
MSMEG_3668	0.6779
MSMEG_3669	0.6553
MSMEG_3670	0.1613
MSMEG_3671	1.8892
MSMEG_3672	0.1138
MSMEG_3673	0.342
MSMEG_3674	1.6262
MSMEG_3675	0.8594
MSMEG_3676	0.1926
MSMEG_3677	1.3341
MSMEG_3678	0.42
MSMEG_3679	1.591
MSMEG_3680	0.4184
MSMEG_3681	0.8819
MSMEG_3682	0.1852
MSMEG_3683	0.3445
MSMEG_3684	1.8968
MSMEG_3685	1.8546
MSMEG_3686	0.1063
MSMEG_3687	0.3334
MSMEG_3688	0.245
MSMEG_3689	1.9949
MSMEG_3691	0.5149
MSMEG_3692	0.4634
MSMEG_3693	0.6655
MSMEG_3694	0.4695
MSMEG_3695	0.4073
MSMEG_3696	0.1403
MSMEG_3697	0.388
MSMEG_3698	0.9493
MSMEG_3699	0.3196
MSMEG_3700	0.3239
MSMEG_3701	0.3484
MSMEG_3703	0.2692
MSMEG_3704	0.7846
MSMEG_3705	0.3205
MSMEG_3706	0.7158
MSMEG_3707	0.6067
MSMEG_3708	1.7379
MSMEG_3709	1.2208
MSMEG_3710	0.6841
MSMEG_3711	0.718
MSMEG_3712	0.6027
MSMEG_3713	0.2929
MSMEG_3714	0.1104
MSMEG_3715	0.3927
MSMEG_3716	0.2512
MSMEG_3718	2.1496
MSMEG_3719	0.9941
MSMEG_3720	0.5149
MSMEG_3721	0.6903
MSMEG_3722	0.3253
MSMEG_3723	0.5696
MSMEG_3724	0.1341
MSMEG_3725	0.8181
MSMEG_3726	0.5393
MSMEG_3727	1.2235
MSMEG_3728	0.6397
MSMEG_3729	0.1645
MSMEG_3730	0.2328
MSMEG_3731	0.4253
MSMEG_3732	0.1515
MSMEG_3733	0.382
MSMEG_3735	0.373
MSMEG_3736	1.0406
MSMEG_3737	0.0782
MSMEG_3738	0.3747
MSMEG_3739	0.1652
MSMEG_3740	0.5904
MSMEG_3741	0.2233
MSMEG_3742	0.1844
MSMEG_3743	0.1174
MSMEG_3744	0.1955
MSMEG_3745	0.1828
MSMEG_3746	0.6728
MSMEG_3748	6.5085
MSMEG_3750	0.2187
MSMEG_3751	0.2218
MSMEG_3752	0.8423
MSMEG_3753	0.5387
MSMEG_3754	1.029
MSMEG_3758	1.2735
MSMEG_3759	0.9316
MSMEG_3760	0.6856
MSMEG_3761	0.6108
MSMEG_3762	0.1833
MSMEG_3763	0.5584
MSMEG_3764	0.2419
MSMEG_3765	0.1395
MSMEG_3766	0.877
MSMEG_3767	0.374
MSMEG_3768	0.3207
MSMEG_3769	0.4788
MSMEG_3770	1.2331
MSMEG_3771	0.213
MSMEG_3772	0.6459
MSMEG_3773	0.244
MSMEG_3774	0.1827
MSMEG_3775	0.6763
MSMEG_3776	5.237
MSMEG_3777	0.2344
MSMEG_3778	1.8853
MSMEG_3779	0.1725
MSMEG_3780	1.1659
MSMEG_3781	0.5295
MSMEG_3782	0.9795
MSMEG_3783	1.6378
MSMEG_3784	0.7357
MSMEG_3785	0.4847
MSMEG_3786	1.1427
MSMEG_3787	0.1396
MSMEG_3788	0.4679
MSMEG_3789	0.7409
MSMEG_3790	0.2728
MSMEG_3791	0.8548
MSMEG_3792	1.3198
MSMEG_3793	0.0397
MSMEG_3794	0.1488
MSMEG_3795	0.8336
MSMEG_3796	0.3592
MSMEG_3797	0.1296
MSMEG_3798	0.3218
MSMEG_3799	0.3317
MSMEG_3800	0.221
MSMEG_3801	0.3502
MSMEG_3802	0.8389
MSMEG_3803	1.205
MSMEG_3804	5.6838
MSMEG_3805	0.5481
MSMEG_3806	0.22
MSMEG_3807	6.1458
MSMEG_3808	0.5779
MSMEG_3809	0.1316
MSMEG_3810	5.8354
MSMEG_3811	0.784
MSMEG_3812	0.9686
MSMEG_3813	0.4568
MSMEG_3815	0.1066
MSMEG_3816	1.28
MSMEG_3817	0.6173
MSMEG_3818	0.3808
MSMEG_3819	1.9231
MSMEG_3820	0.4245
MSMEG_3821	1.2287
MSMEG_3822	4.4509
MSMEG_3823	0.6298
MSMEG_3824	0.9745
MSMEG_3825	0.6528
MSMEG_3826	0.618
MSMEG_3827	1.6068
MSMEG_3828	0.403
MSMEG_3829	1.0559
MSMEG_3830	0.5962
MSMEG_3831	1.1157
MSMEG_3832	1.0217
MSMEG_3833	0.2227
MSMEG_3834	0.161
MSMEG_3835	0.171
MSMEG_3836	0.8166
MSMEG_3837	0.1048
MSMEG_3838	0.331
MSMEG_3839	0.3642
MSMEG_3840	2.9091
MSMEG_3841	0.7929
MSMEG_3842	0.5773
MSMEG_3843	3.4472
MSMEG_3844	0.7765
MSMEG_3845	1.0557
MSMEG_3846	0.5392
MSMEG_3847	0.1644
MSMEG_3848	2.0211
MSMEG_3849	0.2726
MSMEG_3850	0.6863
MSMEG_3851	0.2372
MSMEG_3852	1.2854
MSMEG_3853	0.1963
MSMEG_3854	0.6772
MSMEG_3855	0.4013
MSMEG_3856	0.3368
MSMEG_3857	13.9281
MSMEG_3858	4.0063
MSMEG_3859	1.2361
MSMEG_3860	0.263
MSMEG_3861	0.0604
MSMEG_3862	4.409
MSMEG_3863	0.6092
MSMEG_3864	0.0889
MSMEG_3865	0.6784
MSMEG_3866	1.038
MSMEG_3867	0.8675
MSMEG_3868	0.2844
MSMEG_3869	0.3558
MSMEG_3870	0.3717
MSMEG_3871	0.7256
MSMEG_3872	0.1866
MSMEG_3873	0.3203
MSMEG_3874	0.1191
MSMEG_3875	0.377
MSMEG_3876	0.474
MSMEG_3877	0.3241
MSMEG_3878	0.5035
MSMEG_3879	2.7685
MSMEG_3880	1.1754
MSMEG_3881	0.5201
MSMEG_3882	2.3863
MSMEG_3883	0.8386
MSMEG_3884	0.9791
MSMEG_3885	0.0938
MSMEG_3886	0.0106
MSMEG_3887	1.8819
MSMEG_3888	0.3865
MSMEG_3890	7.0108
MSMEG_3891	1.1595
MSMEG_3892	0.4317
MSMEG_3893	0.4863
MSMEG_3894	0.3124
MSMEG_3895	0.0656
MSMEG_3896	2.693
MSMEG_3897	1.9402
MSMEG_3898	0.646
MSMEG_3899	0.6797
MSMEG_3900	0.5569
MSMEG_3901	0.5666
MSMEG_3902	1.4629
MSMEG_3903	0.9252
MSMEG_3904	0.5023
MSMEG_3905	0.2588
MSMEG_3906	5.3582
MSMEG_3907	0.7185
MSMEG_3908	0.1365
MSMEG_3909	2.7389
MSMEG_3910	0.2816
MSMEG_3911	0.3511
MSMEG_3912	0.4866
MSMEG_3913	0.603
MSMEG_3914	6.1842
MSMEG_3915	0.4241
MSMEG_3916	0.9319
MSMEG_3917	0.2263
MSMEG_3918	3.5024
MSMEG_3919	0.2271
MSMEG_3920	0.4226
MSMEG_3921	0.3654
MSMEG_3922	0.1786
MSMEG_3923	1.8813
MSMEG_3924	0.4904
MSMEG_3925	0.1284
MSMEG_3926	0.6426
MSMEG_3927	0.4198
MSMEG_3928	0.6458
MSMEG_3929	0.3112
MSMEG_3930	0.157
MSMEG_3931	0.5925
MSMEG_3932	2.043
MSMEG_3933	0.1163
MSMEG_3934	1.3036
MSMEG_3935	2.2083
MSMEG_3936	0.2772
MSMEG_3937	2.5354
MSMEG_3938	0.5396
MSMEG_3939	0.8163
MSMEG_3940	0.6414
MSMEG_3941	0.1023
MSMEG_3942	6.9703
MSMEG_3943	0.6626
MSMEG_3944	0.3148
MSMEG_3945	0.7069
MSMEG_3946	0.4329
MSMEG_3947	1.2319
MSMEG_3948	7.6169
MSMEG_3949	0.719
MSMEG_3950	0.4087
MSMEG_3951	0.2407
MSMEG_3952	0.2993
MSMEG_3953	1.5605
MSMEG_3954	0.8793
MSMEG_3955	1.3457
MSMEG_3956	0.3806
MSMEG_3957	0.2173
MSMEG_3958	1.7899
MSMEG_3959	4.3733
MSMEG_3960	0.2212
MSMEG_3961	6.6973
MSMEG_3962	1.8303
MSMEG_3963	0.1949
MSMEG_3964	1.8271
MSMEG_3965	1.8292
MSMEG_3966	1.0557
MSMEG_3967	0.3308
MSMEG_3968	0.1602
MSMEG_3969	1.3037
MSMEG_3970	1.3835
MSMEG_3971	0.0961
MSMEG_3972	0.9257
MSMEG_3973	0.5354
MSMEG_3975	0.5324
MSMEG_3976	1.554
MSMEG_3977	1.2168
MSMEG_3978	0.7697
MSMEG_3980	1.1574
MSMEG_3981	0.7704
MSMEG_3982	1.2695
MSMEG_3984	0.8034
MSMEG_3985	0.5203
MSMEG_3986	0.4897
MSMEG_3987	0.8428
MSMEG_3988	0.7453
MSMEG_3989	0.5004
MSMEG_3990	0.5384
MSMEG_3991	0.1238
MSMEG_3992	0.8325
MSMEG_3993	0.7382
MSMEG_3994	0.5013
MSMEG_3995	0.6999
MSMEG_3996	0.7546
MSMEG_3997	1.3073
MSMEG_3998	0.5117
MSMEG_3999	0.4229
MSMEG_4000	0.6785
MSMEG_4001	0.4994
MSMEG_4002	0.9649
MSMEG_4003	0.2316
MSMEG_4004	0.6436
MSMEG_4005	0.3723
MSMEG_4006	0.7009
MSMEG_4007	3.7176
MSMEG_4008	0.3864
MSMEG_4009	0.4207
MSMEG_4010	0.1919
MSMEG_4011	0.4486
MSMEG_4012	0.3735
MSMEG_4013	0.6834
MSMEG_4014	0.8292
MSMEG_4015	0.3958
MSMEG_4016	0.4425
MSMEG_4017	0.3686
MSMEG_4018	0.2505
MSMEG_4019	0.4039
MSMEG_4020	0.5549
MSMEG_4021	0.6905
MSMEG_4022	2.7442
MSMEG_4023	0.5347
MSMEG_4024	2.147
MSMEG_4025	0.6063
MSMEG_4026	0.3977
MSMEG_4027	0.5264
MSMEG_4028	1.0682
MSMEG_4029	0.5801
MSMEG_4030	0.3875
MSMEG_4031	0.486
MSMEG_4032	0.3343
MSMEG_4033	1.4343
MSMEG_4034	0.7993
MSMEG_4035	0.2388
MSMEG_4036	0.2343
MSMEG_4037	0.2456
MSMEG_4038	0.7055
MSMEG_4039	1.0485
MSMEG_4040	0.3969
MSMEG_4041	0.1571
MSMEG_4042	0.3129
MSMEG_4043	0.3315
MSMEG_4044	0.4096
MSMEG_4045	0.554
MSMEG_4046	0.5907
MSMEG_4047	0.5339
MSMEG_4048	1.6694
MSMEG_4049	0.0648
MSMEG_4050	0.1253
MSMEG_4051	0.3837
MSMEG_4052	0.672
MSMEG_4053	0.4528
MSMEG_4054	0.4684
MSMEG_4055	0.6536
MSMEG_4056	0.9136
MSMEG_4057	0.451
MSMEG_4058	0.5528
MSMEG_4059	0.6068
MSMEG_4061	1.519
MSMEG_4062	0.2005
MSMEG_4063	1.6698
MSMEG_4064	15.7299
MSMEG_4065	0.5015
MSMEG_4066	0.3781
MSMEG_4067	0.3566
MSMEG_4068	0.1254
MSMEG_4069	0.3624
MSMEG_4070	1.5787
MSMEG_4071	0.1384
MSMEG_4072	0.6017
MSMEG_4074	0.527
MSMEG_4075	0.5154
MSMEG_4076	0.7619
MSMEG_4077	0.6857
MSMEG_4078	0.1937
MSMEG_4079	0.2982
MSMEG_4081	0.3573
MSMEG_4082	0.2496
MSMEG_4083	1.309
MSMEG_4084	0.5252
MSMEG_4085	0.3807
MSMEG_4086	0.2785
MSMEG_4087	0.5522
MSMEG_4088	0.0421
MSMEG_4089	0.4295
MSMEG_4090	0.6981
MSMEG_4091	0.3439
MSMEG_4092	0.4965
MSMEG_4093	0.5208
MSMEG_4094	0.3049
MSMEG_4095	0.1618
MSMEG_4096	0.6314
MSMEG_4097	0.5032
MSMEG_4098	0.2116
MSMEG_4099	0.2055
MSMEG_4100	0.2472
MSMEG_4101	0.5959
MSMEG_4102	0.2548
MSMEG_4103	0.3255
MSMEG_4104	0.3551
MSMEG_4105	0.9493
MSMEG_4106	0.094
MSMEG_4107	0.1794
MSMEG_4108	0.0307
MSMEG_4109	0.3699
MSMEG_4110	0.5142
MSMEG_4111	0.1427
MSMEG_4112	0.4253
MSMEG_4113	0.2523
MSMEG_4114	0.5824
MSMEG_4115	0.3793
MSMEG_4116	0.9977
MSMEG_4117	0.3619
MSMEG_4118	0.3169
MSMEG_4119	0.2542
MSMEG_4120	0.344
MSMEG_4121	0.8016
MSMEG_4122	1.3063
MSMEG_4123	0.3799
MSMEG_4124	0.2931
MSMEG_4125	4.8045
MSMEG_4126	1.8698
MSMEG_4127	0.1339
MSMEG_4128	0.571
MSMEG_4129	1.073
MSMEG_4130	0.5681
MSMEG_4131	0.046
MSMEG_4132	0.0133
MSMEG_4133	0.0493
MSMEG_4135	0.8541
MSMEG_4136	0.2745
MSMEG_4137	0.9727
MSMEG_4138	1.3581
MSMEG_4140	1.0881
MSMEG_4141	0.3694
MSMEG_4142	0.4321
MSMEG_4143	1.3457
MSMEG_4144	0.5866
MSMEG_4145	1.5406
MSMEG_4146	1.6125
MSMEG_4147	0.5751
MSMEG_4148	1.0455
MSMEG_4149	0.6506
MSMEG_4150	0.3591
MSMEG_4151	0.2677
MSMEG_4152	0.3019
MSMEG_4153	17.5921
